smiles,compoundName,sigma_moment_1,sigma_moment_2,sigma_moment_3,sigma_moment_4,sigma_moment_5
O=c1cccccc1O,"2-hydroxy-2,4,6-cycloheptatrien-1-one",0.0,60.4,25.3,74.9,65.6
Brc1cnc2ccccc2c1,3-bromoquinoline,0.0,46.0,12.0,49.3,50.4
Cc1ccco1,2-methylfuran,0.0,29.4,0.980553,14.8,1.556655
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,"2-methyl-4,6-dinitro-phenol",0.0,75.0,6.92701,58.3,4.24632
COc1ccc(N)cc1Cl,3-chloro-4-methoxyaniline,0.0,70.3,-4.286988,71.9,-0.49313
Cc1cccc(C(C)C)c1,1-methyl-3-(1-methylethyl)-benzene,0.0,26.1,1.616418,7.314384,1.196943
Cc1[nH]c(=S)sc1C,"4,5-dimethyl-1,3-thiazole-2(3h)-thione",0.0,74.4,2.752655,101.0,-29.3
CC#CCC(C)C,5-methyl-2-hexyne,0.0,27.6,7.064524,13.1,7.471771
C#Cc1ccccc1,ethynylbenzene,0.0,37.3,-9.725369,21.9,-14.1
CCc1ccncc1,4-ethylpyridine,0.0,44.0,33.1,74.4,119.0
CCc1cccnc1,3-ethylpyridine,0.0,43.3,31.7,71.5,112.0
CCc1ccnc(C)c1,4-ethyl-2-methylpyridine,0.0,44.3,35.4,78.1,132.0
CC1=CCCN1C,"2,3-dihydro-1,5-dimethyl-1h-pyrrole",0.0,28.6,16.8,27.7,33.7
CCC1(C)CC1,1-ethyl-1-methylcyclopropane,0.0,13.1,0.480005,2.555245,0.420808
Nc1nnn[nH]1,1h-tetrazol-1-amine,0.0,131.0,-39.9,287.0,-181.0
C(=Nc1ccccc1)c1ccccc1,n-(phenylmethylene)-benzeneamine,0.0,51.7,5.37321,32.8,22.2
C(C=Cc1ccccc1)=Cc1ccccc1,"1,4-diphenyl-(e,e)-1,3-butadiene",0.0,53.8,-7.296003,17.8,-5.402324
CC(C)Cc1ccccc1,isobutylbenzene,0.0,25.4,0.40772,6.819244,0.195101
COc1ccccc1,anisole,0.0,37.0,5.489534,19.7,9.674295
CSc1ccccc1,methylthiobenzene,0.0,37.7,0.062036,15.8,0.993499
N#Cc1ccccn1,2-cyanopyridine,0.0,58.1,20.3,61.3,48.1
CCc1ccccn1,2-ethylpyridine,0.0,40.5,27.5,65.7,104.0
CCN1CCOCC1,n-ethyl-morpholine,0.0,46.1,44.2,80.9,130.0
O=NN1CCCCC1,n-nitrosopiperidine,0.0,55.4,40.5,67.4,81.9
C1CN2CCC1CC2,quinuclidine,0.0,28.9,35.6,72.0,141.0
C=Cc1cccc(C)c1,3-methylstyrene,0.0,30.6,-1.16344,9.875085,-0.711608
COc1cccc(C)c1,3-methylanisole,0.0,37.6,7.37082,20.1,11.8
C1N2CN3CN1CN(C2)C3,methenamine,0.0,82.0,81.6,169.0,286.0
CCCC[Si](C)(C)C,butyltrimethylsilane,0.0,15.5,0.180464,2.247638,0.09948
C#CC#N,propiolonitrile,0.0,36.7,-9.584396,49.1,-34.5
CC(C)(C)CC(C)(C)C,"2,2,4,4-tetramethylpentane",0.0,12.2,-0.065345,1.25665,-0.036449
CCCCCC(C)(C)C,"2,2-dimethylheptane",0.0,11.7,-0.012952,1.139964,-0.012414
CC(C)(C)CCC(C)(C)C,"2,2,5,5-tetramethylhexane",0.0,13.4,-0.032968,1.333229,-0.028973
N#CC#CC#N,2-butynedinitrile,0.0,34.2,9.106052,18.2,10.6
CC1CS1,methylthiirane,0.0,30.2,9.481044,22.0,15.7
CN1CC1,1-methylaziridine,0.0,31.8,31.8,64.3,111.0
C=Cn1ccnc1,1-vinyl-1h-imidazole,0.0,63.6,30.0,103.0,127.0
Cc1cc(N)no1,5-methyl-3-isoxazolamine,0.0,80.8,14.0,121.0,44.8
O=C1CCSCC1,5-methyl-4h-thiopyran-4-one,0.0,65.0,36.3,72.1,77.8
Cc1cc(C)n(C)n1,"1,3,5-trimethyl-1h-pyrazole",0.0,52.1,39.9,83.9,132.0
Nc1ccc(Cl)cn1,5-chloro-2-pyridinamine,0.0,67.2,-4.169157,96.6,15.7
CN1CCC(Cl)CC1,4-chloro-n-methylpiperidine,0.0,40.6,25.2,49.4,75.8
c1cc2cc(c1)CCc1ccc(cc1)CC2,"2,2-metaparacyclophane",0.0,39.4,5.728604,13.7,4.276155
O=c1cccccc1,"2,4,6-cycloheptatrien-1-one",0.0,70.2,57.0,129.0,184.0
FC(F)OC(F)(F)C(F)(F)F,(difluoromethoxy)pentafluoro-ethane,0.0,23.0,-20.2,27.7,-36.1
C1CCc2nnnn2CC1,pentylenetetrazole,0.0,74.3,50.9,95.5,117.0
Fc1ccc(F)cc1,p-difluorobenzene,0.0,28.6,-8.248451,13.6,-7.701375
Nc1ccc(I)cc1,4-iodoaniline,0.0,58.8,-19.3,56.8,-32.3
Oc1ccc(I)cc1,4-iodophenol,0.0,59.4,-33.1,87.2,-108.0
COC1CC1,methylcyclopropylether,0.0,31.6,19.8,35.7,44.6
BrC=CBr,cis-dibromoethene,0.0,25.9,-10.8,15.4,-12.6
CCCCl,1-chloropropane,0.0,24.0,3.581392,10.1,2.738319
N#CCN,aminoacetonitrile,0.0,78.9,20.8,114.0,75.3
CCOC,methylethylether,0.0,28.1,24.8,41.3,58.7
CC(C)(C)ON=O,tert-butylnitrite,0.0,26.7,7.551594,13.6,8.675754
CC(C)CC(C)(C)C,"2,2,4-trimethylpentane",0.0,10.9,-0.131798,1.090793,-0.04714
Cc1ccc(CCC=O)cc1,methylhydrozimtaldehyde_para,0.0,59.4,24.1,50.6,48.9
ClC=C[As](Cl)Cl,dichloro(2-chlorovinyl)arsine,0.0,36.1,-14.4,22.7,-19.3
CC(C)CCS,3-methyl-1-butanethiol,0.0,30.9,8.534933,20.7,12.7
CCCC(Cl)Cl,"1,1-dichlorobutane",0.0,27.9,-4.058298,12.1,-5.709942
CCOC(=O)Cl,carbonochloridicacidethylester,0.0,36.2,5.583096,20.2,7.811836
CC(C)ON=O,nitrousacid-1-methylethylester,0.0,25.0,6.115618,11.8,6.660896
CC(C)CC(N)=O,3-methylbutanamide,0.0,84.5,32.0,172.0,116.0
NC(=S)NC(N)=S,thioimidodicarbonicdiamide,0.0,133.0,-77.7,265.0,-318.0
Cc1csc(C)n1,"2,4-dimethylthiazole",0.0,39.9,23.2,55.5,76.6
O=C1C=CC(=O)N1,maleimide,0.0,85.3,3.459781,129.0,-29.0
Clc1cccc(Cl)c1,"1,3-dichlorobenzene",0.0,26.0,-8.669966,11.5,-7.474022
CC1(C)N=NC1(C)C,tetramethyldiazetine,0.0,51.5,39.4,72.1,99.2
ClC1CCCCC1,chlorocyclohexane,0.0,25.2,6.937525,10.6,5.510889
CCN=C=S,ethylisothiocyanate,0.0,29.3,2.361437,12.9,1.80897
ClCOCCl,oxybischloromethane,0.0,44.5,-11.2,27.9,-14.4
CCSC#N,ethylthiocyanate,0.0,43.4,15.3,38.3,27.5
C1=CCC=C1,cyclopentadiene,0.0,23.2,1.521336,9.349692,1.523172
CC(C)COC(=O)Cl,carbonochloridicacid-2-methylpropylester,0.0,35.3,6.366688,18.7,8.392183
CCC(C)O[N+](=O)[O-],isobutylnitrate,0.0,33.5,5.242548,15.5,4.858115
CCCCCCl,1-chloropentane,0.0,25.7,3.980271,10.1,2.931755
C1=COCCO1,"2,3-dihydro-1,4-dioxin",0.0,46.5,15.4,38.2,28.0
C1=CC=CCC=C1,cycloheptatriene,0.0,26.1,2.299256,9.291949,2.034935
CCC1CCC(=O)CC1,4-ethylcyclohexanone,0.0,48.5,41.0,69.2,94.9
Cc1cc(Cl)n(C)n1,"5-chloro-1,3-dimethyl-1h-pyrazole",0.0,43.2,23.2,55.8,73.4
N#CC(Cl)(Cl)Cl,trichloroacetonitrile,0.0,21.0,3.544549,11.2,5.030461
O=[N+]([O-])C1C2CC3CC(C2)CC1C3,"2-nitrotricyclo(3-3-1-1(3,7))decane",0.0,41.7,15.9,30.5,21.3
CC1C(=O)CC2(C(C)C)CC12,thujone,0.0,48.5,32.1,56.3,69.5
Cc1cc(Cl)cc2c1SC(=C1Sc3c(C)cc(Cl)cc3C1=O)C2=O,threneredvioletrh,0.0,74.5,13.7,52.7,26.0
Nc1cccnn1,2-aminopyrimidine,0.0,92.1,30.8,175.0,128.0
C=C1CCOC1=O,2-methylene-4-butanolide,0.0,60.5,33.4,67.8,70.5
Clc1ccc(-c2c3nc(c(-c4ccc(Cl)cc4)c4ccc([nH]4)c(-c4ccc(Cl)cc4)c4nc(c(-c5ccc(Cl)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,54976-03-3,0.0,119.0,-21.5,58.7,-8.612231
CCN(CC)N=O,n-nitrosodiethylamine,0.0,56.1,38.0,68.1,80.5
CN1C(=O)c2ccccc2C1=O,"2-methyl-1h-isoindole-1,3(2h)-dione",0.0,71.6,34.6,73.2,66.1
N#CC1CC1,cyclopropanecarbonitrile,0.0,49.6,20.1,50.4,40.8
Fc1ccc(F)c(F)c1F,"1,2,3,4-tetrafluorobenzene",0.0,22.9,-7.866842,10.4,-7.804648
Cc1ncc([N+](=O)[O-])n1C,"1,2-dimethyl-5-nitro-1h-imidazole",0.0,80.9,39.6,94.8,99.5
CC(=O)c1ccccc1N,2'-aminoacetophenone,0.0,64.0,7.223162,75.5,24.3
Cc1ccccc1CCl,1-(chloromethyl)-2-methylbenzene,0.0,38.9,-1.675101,16.0,-1.606504
Cc1cncc(N)n1,6-methylpyrazinamine,0.0,80.3,20.6,142.0,86.6
O=C1CCc2ccccc2N1,"3,4-dihydro-2(1h)-quinolinone",0.0,82.2,30.7,129.0,86.0
O=C1Cc2ccccc2O1,2(3h)-benzofuranone,0.0,60.1,12.9,50.5,28.1
CC1=CC(=O)C=CC1=O,"2-methyl-1,4-benzoquinone",0.0,66.3,33.6,71.4,64.8
Nc1ccc(Cl)cc1Cl,"2,4-dichloroaniline",0.0,51.4,-23.1,51.8,-40.3
Cc1c[nH]c(=O)nc1N,5-methylcytosine,0.0,146.0,67.4,352.0,295.0
Cc1cccs1,2-methylthiophene,0.0,25.4,-1.637863,9.335095,-1.650432
O=Cc1ccc([N+](=O)[O-])cc1,4-nitrobenzaldehyde,0.0,71.3,17.7,62.1,32.6
O=NN1CC=CCC1,"1,2,3,6-tetrahydro-1-nitrosopyridine",0.0,61.8,34.4,66.7,71.6
CN=C=S,methylisothiocyanate,0.0,32.3,0.834414,16.9,0.122876
CSC#N,methylthiocyanate,0.0,44.4,12.3,40.0,23.3
NC(N)=N[N+](=O)[O-],nitroguanidine,0.0,135.0,-31.8,282.0,-146.0
O=c1nccc[nH]1,2-pyrimidone,0.0,116.0,45.5,251.0,145.0
C[As](C)Cl,dimethylchloroarsine,0.0,30.8,2.054802,13.6,1.893091
CC(Br)Br,"1,1-dibromoethane",0.0,29.4,-6.119602,13.9,-7.615168
C=C(C)Br,2-bromopropene,0.0,21.8,-1.737219,7.518869,-1.546484
C=C(C)Cl,2-chloro-1-propene,0.0,21.1,-1.64572,7.333039,-1.452549
CC(=O)F,acetylfluoride,0.0,37.2,4.362103,26.1,7.400547
CCc1cc(C)sc1C,"3-ethyl-2,5-dimethylthiophene",0.0,26.1,1.910758,7.958149,1.370673
CC(=O)Sc1ccoc1C,3-(acetylthio)-2-methylfuran,0.0,57.0,14.3,46.2,28.2
BrC(Br)(Br)Br,cbr4,0.0,15.7,-5.62184,4.995408,-3.275431
CC(C)(C)I,tert-butyliodide,0.0,26.7,4.169775,9.810997,3.1238
CS(=O)(=O)F,methanesulfonylfluoride,0.0,58.9,-13.4,51.7,-25.5
Cc1cccc(C)[n+]1[O-],"2,6-lutidinen-oxide",0.0,62.9,52.5,109.0,157.0
C=Cc1ccc(Cl)cc1,p-chlorostyrene,0.0,32.0,-7.016019,12.4,-5.33189
CCCc1ccccc1C,1-methyl-2-propylbenzene,0.0,26.2,1.666827,7.511036,1.197786
CCCc1cccc(C)c1,1-methyl-3-propyl-benzene,0.0,25.8,1.846919,7.253097,1.281541
CCCc1ccc(C)cc1,1-methyl-4-propylbenzene,0.0,25.7,1.762212,7.196679,1.229493
Cc1cccc(C(C)(C)C)c1,"1-(1,1-dimethylethyl)-3-methylbenzene",0.0,27.1,1.646927,7.468037,1.245676
Cc1cc2c(cc1C)CCCC2,"1,2,3,4-tetrahydro-6,7-dimethylnaphthalene",0.0,24.9,3.856434,7.400124,2.881345
c1c2c(cc3c1CCCC3)CCCC2,"1,2,3,4,5,6,7,8-octahydroanthracene",0.0,24.2,4.932747,7.218118,3.433754
CC1(C)CO1,"2,2-dimethyl-oxirane",0.0,35.7,25.8,44.3,55.0
C=CC(C)(C)C,"3,3-dimethyl-1-butene",0.0,17.1,2.802313,5.654566,2.719279
N#CC(C#N)c1c(F)c(F)cc(F)c1F,55810-63-4,0.0,73.9,-18.1,79.9,-52.2
N#CC(C#N)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,55852-24-9,0.0,74.3,-21.7,80.4,-60.0
ClC(Cl)(Cl)Cl,ccl4,0.0,9.925716,-2.854544,2.19166,-1.18825
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,3-methylcholanthrene,0.0,48.7,-4.831753,14.5,-3.646399
c1ccc2cc3c(ccc4ccccc43)cc2c1,benz(a)anthracene,0.0,47.7,-9.681795,16.0,-6.905666
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,"9,10-dimethyl-1,2-benzanthracene",0.0,47.6,-6.072684,14.3,-4.233087
CCC(C)(C)C(C)C,"2,3,3-trimethylpentane",0.0,10.7,-0.239135,1.075395,-0.063239
C=C(C)C(C)(C)CC,"2,3,3-trimethyl-1-pentene",0.0,17.5,2.397517,5.056365,2.300937
Cc1cc(Cl)nc(N)n1,2-amino-4-chloro-6-methylpyrimidine,0.0,72.8,0.661183,113.0,14.5
CCOC1CC1,ethoxycyclopropane,0.0,32.6,21.2,37.9,49.7
CC1SCCS1,"2-methyl-1,3-dithiolane",0.0,43.0,12.6,28.7,18.3
CC1(C)CCC(=O)CC1=O,"4,4-dimethyl-1,3-cyclohexanedione",0.0,78.4,44.5,93.5,93.1
CCC(C)(C)CC,"3,3-dimethylpentane",0.0,9.670871,-0.208921,0.957824,-0.055693
CN(C)c1ncccn1,"2-(n,n-dimethylamino)pyrimidine",0.0,46.9,27.2,56.0,68.5
CCCC(C)(C)CC,"3,3-dimethylhexane",0.0,10.6,-0.153505,1.04901,-0.042704
CC[Al](Cl)Cl,ethylaluminumdichloride,0.0,50.7,-38.0,75.5,-114.0
C=CC(C)C,3-methyl-1-butene,0.0,16.1,2.60123,5.397338,2.481557
C=C(C)CC,2-methyl-1-butene,0.0,16.3,3.527563,6.018912,3.390009
C=C(C)CCl,3-chloro-2-methyl-1-propene,0.0,29.9,0.261077,12.9,-0.055256
C=CC(C)Cl,3-chloro-1-butene,0.0,32.0,2.285484,14.1,1.974875
CC(Cl)=CCl,"1,2-dichloropropene",0.0,24.4,-5.613426,10.9,-6.074748
C=CC(Cl)Cl,"3,3-dichloropropene",0.0,32.1,-10.3,17.7,-12.5
CC=C(Cl)Cl,"1,1-dichloropropene",0.0,16.2,-3.219258,4.803166,-2.304703
CC(C)=C(C)C,"2,3-dimethyl-2-butene",0.0,15.1,1.072328,4.278019,1.28691
CC(=O)C(C)C,3-methyl-2-butanone,0.0,44.6,34.1,59.9,77.1
CCC(C)C(C)(C)C,"2,2,3-trimethylpentane",0.0,11.0,-0.377953,1.147308,-0.105539
CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC12,sclareolide,0.0,66.4,43.4,76.1,89.8
CC1(C)C2CC=C(C=O)C1C2,myrtenal,0.0,48.5,35.2,62.2,78.9
CCC(C)C(C)C,"2,3-dimethylpentane",0.0,9.406886,-0.290613,0.906036,-0.070122
CC(C)C(C)C(C)C,"2,3,4-trimethylpentane",0.0,10.5,-0.311657,1.05168,-0.07875
CC(C)=C(C)C(C)C,"2,3,4-trimethyl-2-pentene",0.0,16.2,1.175737,4.001966,1.408065
CN(C)c1ccccn1,"n,n-dimethyl-2-pyridinamine",0.0,42.3,18.9,43.2,52.5
Cc1cccc2cccc(C)c12,"1,8-dimethylnaphthalene",0.0,33.4,-2.077375,9.794131,-1.325061
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,"5,5-diphenylhydantoin",0.0,130.0,-3.796491,202.0,-54.4
CCC1(CC)C(=O)NC(=O)NC1=O,"5,5-diethylbarbituricacid",0.0,118.0,4.862708,193.0,-61.6
O=C1CCO1,beta-propiolactone,0.0,56.8,22.9,55.5,43.3
Cc1cccc([N+](=O)[O-])c1N,2-methyl-6-nitrobenzeneamine,0.0,69.2,5.299779,79.8,5.039003
Cc1ccc(C)c2ccccc12,"1,4-dimethylnaphthalene",0.0,31.6,-1.212969,8.645602,-0.790848
Cc1cccc2c(C)cccc12,"1,5-dimethylnaphthalene",0.0,32.1,-0.987455,8.911765,-0.646677
C1=NCCC1,1-pyrroline,0.0,41.6,45.2,90.2,157.0
Cc1ccc2ccccc2c1C,"1,2-dimethylnaphthalene",0.0,32.3,-1.196138,9.067414,-0.803483
Cc1ccc2cccc(C)c2c1,"1,7-dimethylnaphthalene",0.0,32.3,-1.18626,8.935232,-0.771812
Cc1cc(C)c2ccccc2c1,"1,3-dimethylnaphthalene",0.0,32.2,-1.186399,8.866459,-0.789624
Cc1ccc2c(C)cccc2c1,"1,6-dimethylnaphthalene",0.0,32.2,-1.127514,8.863924,-0.740096
CC(=O)C(=O)c1ccccc1,"1-phenyl-1,2-propanedione",0.0,64.9,23.0,58.4,44.3
C=C(C)OC(=O)Cl,isopropenylchloroformate,0.0,34.2,2.604627,17.8,4.086988
Cn1c(=O)c2c(ncn2C)n(C)c1=O,caffeine,0.0,105.0,70.9,147.0,165.0
Cn1c(=O)c2[nH]cnc2n(C)c1=O,theophylline,0.0,123.0,38.3,217.0,51.8
Brc1ccc2ccccc2c1,2-bromonaphthalene,0.0,33.6,-7.968113,11.8,-5.637752
Nc1ccc2ncccc2c1,6-quinolinamine,0.0,80.1,11.7,123.0,79.2
Nc1cnc2ccccc2c1,3-quinolinamine,0.0,79.2,5.496325,117.0,53.7
Nc1ccc2ccccc2n1,2-aminoquinoline,0.0,76.8,3.984951,114.0,52.2
Nc1ccc2nc3ccccc3cc2c1,2-aminoacridine,0.0,85.8,3.750311,118.0,57.9
Cc1cc2ccccc2cc1C,"2,3-dimethylnaphthalene",0.0,33.0,-1.422232,9.168737,-0.889944
Cc1ccc2cc(C)ccc2c1,"2,6-dimethylnaphthalene",0.0,32.5,-1.172333,9.025669,-0.767361
c1ccc(-c2ccncc2)nc1,"2,4'-bipyridine",0.0,65.9,37.7,99.7,135.0
Cc1ccc2ccc(C)cc2c1,"2,7-dimethylnaphthalene",0.0,32.6,-1.105106,9.029418,-0.730835
Cc1cc2nc[nH]c2cc1C,"5,6-dimethylbenzimidazole",0.0,82.3,13.1,159.0,74.8
[N-]=[N+]=NC(=O)c1ccccc1,benzoylazide,0.0,45.8,8.369271,32.5,18.5
CCC(C)C(C)CC,"3,4-dimethylhexane",0.0,10.2,-0.315937,0.980405,-0.073315
CC1CCCCC1C,"cis-1,2-dimethylcyclohexane",0.0,8.241494,-0.113206,0.726657,-0.023723
Cc1ccncc1C,"3,4-dimethylpyridine",0.0,45.1,35.9,78.9,129.0
CC1CCCCC1=O,2-methylcyclohexanone,0.0,44.5,37.8,62.5,85.1
Cc1cccnc1C,"2,3-dimethylpyridine",0.0,42.6,31.9,72.1,118.0
CCCC(C)C(C)C,"2,3-dimethylhexane",0.0,10.3,-0.251589,0.981383,-0.061537
S=C1NCCO1,"1,3-oxazolidine-2-thione",0.0,89.3,6.032633,115.0,-14.9
N#CC(c1c(F)c(F)c(C(F)(F)F)c(F)c1F)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,58432-55-6,0.0,65.4,-13.5,48.3,-19.6
C=C(C)C(=O)OC(C)(C)C,tert-butylmethacrylate,0.0,41.0,21.6,39.3,43.6
CC(C)CC(C)C,"2,4-dimethylpentane",0.0,9.787261,-0.156298,0.96935,-0.043417
CC(C)CC(=O)Cl,3-methylbutanoylchloride,0.0,32.7,0.785626,15.1,0.341681
CC(C)OC(=O)Cl,isopropylchloroformate,0.0,34.8,7.341037,18.4,9.325259
CC1CCC(=O)N1,5-methyl-2-pyrrolidinone,0.0,76.5,57.1,157.0,178.0
C=C1C=CC(=O)O1,5-methylene-2(5h)-furanone,0.0,57.1,17.6,60.5,37.6
CC1CCC(=O)O1,dihydro-5-methyl-2(3h)-furanone,0.0,62.4,41.9,76.5,88.8
O=C1CCC(=O)O1,"dihydro-2,5-furandione",0.0,78.0,13.3,72.6,25.9
O=C1C=CC(=O)O1,maleicanhydride,0.0,63.9,2.499103,55.9,0.604854
CC1COC(=O)O1,propylenecarbonate,0.0,66.5,27.5,66.4,55.1
Brc1cccc(Br)c1,"1,3-dibromobenzene",0.0,27.6,-8.639254,11.6,-7.23842
Cc1cccc(C)c1,"1,3-dimethylbenzene",0.0,24.2,1.235014,7.148973,0.937212
CCC(C)(C)C(=O)Cl,"2,2-dimethylbutyrylchloride",0.0,28.4,4.784675,11.3,4.711506
O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1,"3,5-dinitrophenol",0.0,101.0,-40.0,158.0,-186.0
CC1=CCC(=C(C)C)CC1,terpinolene,0.0,23.0,3.962476,7.65423,3.625103
CN(C)c1ccc(Br)cc1,"4-bromo-n,n-dimethylaniline",0.0,37.3,-1.896541,12.7,-1.903982
O=[N+]([O-])c1ccc(Br)cc1,4-bromonitrobenzene,0.0,50.8,3.928277,37.4,8.618028
O=Nc1ccccc1,nitrosobenzene,0.0,43.9,13.0,39.5,29.2
CCc1ccc(N)cc1,4-ethylaniline,0.0,56.0,-2.985577,56.8,-0.517798
CCCC(C)CC,3-methyl-hexane,0.0,9.261163,-0.219186,0.879556,-0.049022
CCC(C)CC(C)C,"2,4-dimethylhexane",0.0,10.5,-0.213329,1.029318,-0.053851
CC1CCC(=O)CC1,4-methylcyclohexanone,0.0,47.8,40.8,69.0,94.6
Cc1ccc(C)nc1,"2,5-dimethylpyridine",0.0,42.9,33.7,75.3,125.0
O=c1ccc2ccccc2[nH]1,2(1h)-quinolinone,0.0,88.4,33.3,162.0,113.0
O=C1Cc2ccccc2N1,"1,3-dihydro-2h-indol-2-one",0.0,84.5,18.2,134.0,45.1
O=c1[nH]c2ccccc2o1,2-benzoxazolinone,0.0,81.1,-9.864467,131.0,-64.5
O=NN1CCOCC1,4-nitroso-morpholine,0.0,75.9,42.5,85.3,88.9
N#CCBr,bromoacetonitrile,0.0,52.8,-8.929696,52.9,-14.5
CC=CC,cis-2-butene,0.0,14.9,2.876966,5.73365,2.96128
C=C=CC,"1,2-butadiene",0.0,20.2,0.217788,7.380473,0.192685
CC=CCl,1-chloro-1-propene,0.0,21.0,-2.30249,7.851171,-2.401145
IC=CI,"(e)-1,2-diiodoethylene",0.0,26.2,-11.1,14.4,-11.9
CCCC(C)(C)C,"2,2-dimethylpentane",0.0,9.920171,-0.111,0.985044,-0.033597
CC1(C)CCCCC1,"1,1-dimethylcyclohexane",0.0,8.744457,-0.025414,0.800623,-0.007846
CCCCC(C)(C)C,"2,2-dimethylhexane",0.0,10.9,-0.083826,1.07282,-0.028234
CC1C=CC(=O)O1,5-methyl-2(5h)-furanone,0.0,66.1,34.6,81.2,78.1
CC1=CCC(=O)O1,5-methyl-2(3h)-furanone,0.0,55.8,24.9,56.0,48.8
Cc1cccc(Br)c1,3-bromotoluene,0.0,26.3,-3.982516,8.196208,-2.819984
Nc1cccc(Br)c1,3-bromoaniline,0.0,57.5,-20.8,57.7,-37.0
Cc1cncc(C)c1,"3,5-dimethylpyridine",0.0,43.5,35.0,75.5,123.0
CC1CCCC(=O)C1,3-methylcyclohexanone,0.0,47.6,41.0,69.0,94.7
O=c1[nH]ccc(=S)[nH]1,4-thiouracil,0.0,122.0,-24.0,210.0,-126.0
Oc1cc(Cl)cc(Cl)c1,"3,5-dichlorophenol",0.0,57.0,-43.3,98.4,-143.0
CC1CC=CCC1,4-methylcyclohexene,0.0,15.5,3.764872,5.558685,3.44235
CC1C=CCCC1,3-methylcyclohexene,0.0,15.3,3.719003,5.484616,3.443161
CC1=CCCCC1,1-methylcyclohexene,0.0,14.0,3.064162,4.526064,2.708821
Ic1ccccc1,iodobenzene,0.0,26.8,-6.086039,9.057314,-4.266102
Nc1ccncn1,4-aminopyrimidine,0.0,87.6,21.7,174.0,106.0
CCCCC(C)C,2-methylhexane,0.0,9.362269,-0.117798,0.891096,-0.029116
CCCCC(C)=O,2-hexanone,0.0,47.2,35.2,63.1,81.6
CC(C)CN=C=S,isobutylisothiocyanate,0.0,29.8,3.440785,12.2,2.588407
C=C=CCC,"1,2-pentadiene",0.0,20.9,0.591544,7.239146,0.44228
CC=C=CC,"2,3-pentadiene",0.0,19.9,1.891474,6.602162,1.539288
Cc1nccnc1C,"2,3-dimethylpyrazine",0.0,52.4,41.8,87.0,129.0
ClCC1CC1,(chloromethyl)cyclopropane,0.0,32.3,2.451191,14.6,2.294449
C=CCCCC,1-hexene,0.0,17.1,3.03121,5.67738,2.734951
C=C=CCCC,"1,2-hexadiene",0.0,21.8,0.780296,7.310228,0.53432
CCCCCF,1-fluoropentane,0.0,24.3,7.751945,12.0,7.573701
C1=CCCC=C1,"1,3-cyclohexadiene",0.0,20.7,3.540859,7.597693,2.923178
C=CCCCCC,1-heptene,0.0,17.9,3.060696,5.71878,2.71497
C[Si](C)(C)C(Cl)Cl,(dichloromethyl)trimethylsilane,0.0,30.2,-4.082106,11.6,-4.813647
C[AsH2],methylarsine,0.0,9.473317,0.824347,3.158286,0.892975
CF,ch3f,0.0,20.7,4.689415,10.6,4.303159
C[AsH]C,dimethylarsine,0.0,14.8,2.372637,6.270251,3.314886
CC[AsH2],ethylarsine,0.0,10.2,1.501737,3.158244,1.333981
C=CBr,bromoethene,0.0,21.4,-5.404109,9.726205,-5.386868
C#CCl,chloroethyne,0.0,19.3,-9.671284,17.2,-17.6
C=CI,iodoethene,0.0,21.6,-5.343136,9.126732,-4.897333
FCCl,ch2fcl,0.0,28.6,-10.3,17.8,-12.6
ClCI,ch2cli,0.0,28.8,-10.8,17.0,-13.2
C[Se]C,dimethylselenide,0.0,29.8,13.7,26.1,24.8
C[As](C)C,trimethylarsine,0.0,19.5,5.072799,10.0,7.529394
CB(C)C,trimethylboron,0.0,10.2,-0.263171,1.554252,-0.082649
CC(Cl)Br,1-bromo-1-chloroethane,0.0,29.0,-6.146139,14.1,-7.73736
FC(Cl)Br,bromochlorofluoromethane,0.0,23.8,-16.1,22.0,-25.4
CP(C)C,trimethylphosphine,0.0,30.8,26.7,53.1,88.0
CC1CC1,methylcyclopropane,0.0,12.3,0.766591,2.871276,0.56503
CC(C)(Cl)Cl,"2,2-dichloropropane",0.0,28.2,-0.982801,10.2,-1.182028
CCC(C)(C)Cl,2-chloro-2-methylbutane,0.0,26.5,6.549995,11.7,6.059236
C=C(C)C(C)(C)C,"2,3,3-trimethyl-1-butene",0.0,17.7,2.888822,5.72303,2.898154
CC(C)(C)[N+](=O)[O-],2-nitroisobutane,0.0,41.8,16.1,29.7,23.2
CC(C)(C)C(C)(C)C,"2,2,3,3-tetramethylbutane",0.0,11.4,-0.312017,1.251694,-0.10374
ClC(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,"1,1,2-trichloro-2,3,3,3-tetrachloropropane",0.0,26.5,-12.1,16.3,-17.6
FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,nonafluoro-2-(trifluoromethyl)-butane,0.0,4.394009,-1.36997,0.829563,-0.489475
