smiles,compoundName,sigma_moment_1,sigma_moment_2,sigma_moment_3,sigma_moment_4,sigma_moment_5
CC(C)(C)c1ccccn1,2-tert-butylpyridine,0.0,35.3,15.7,39.6,53.8
CNc1cccc2c1C(=O)NC2=O,3-methylaminophthalimide,0.0,94.0,13.4,135.0,7.840552
C#CC(C)C,3-methyl-1-butyne,0.0,30.3,1.036126,19.7,-2.691687
C=C=C(C)C,"3-methyl-1,2-butadiene",0.0,20.0,1.554457,6.707502,1.344582
CC(C)=C=O,2-methyl-1-propen-1-one(dimethylketene),0.0,20.8,4.771338,9.238516,4.551877
COC(C)C,methylisopropylether,0.0,29.8,25.6,44.2,64.4
Cc1cccc(O)c1,3-hydroxytoluene,0.0,55.8,-19.4,78.8,-76.2
Cc1cccc(Cl)c1,3-chlorotoluene,0.0,25.4,-3.958017,8.039263,-2.800883
Nc1cccc(Cl)c1,3-chlorobenzeneamine,0.0,56.8,-20.5,57.4,-36.6
Cc1cccc(N)c1,3-methylaniline,0.0,55.9,-4.331728,56.3,-5.219836
Cc1ccnc(C)c1,"2,4-dimethylpyridine",0.0,44.1,35.2,78.9,133.0
Cc1cccc(C)n1,"2,6-dimethylpyridine",0.0,42.4,31.8,73.9,124.0
Cc1cncc(C)n1,"2,6-dimethylpyrazine",0.0,53.0,43.2,88.6,132.0
Cc1ccnc(N)n1,4-methyl-2-pyrimidinamine,0.0,77.4,25.2,137.0,102.0
Nc1nccc(=O)[nH]1,2-amino-4-pyrimidone,0.0,133.0,1.114633,305.0,-15.6
O=C1CCCC(=O)O1,"dihydro-2h-pyran-2,6(3h)-dione",0.0,80.3,28.1,77.0,51.7
C=Cc1cccc(C=C)c1,"1,3-diethenylbenzene",0.0,37.1,-4.193035,13.4,-2.912256
Cc1cc(C)cc(C)c1,"1,3,5-trimethylbenzene",0.0,24.7,2.26307,7.325822,1.828354
Cc1cc(C)cc(O)c1,"3,5-dimethylphenol",0.0,55.9,-16.8,76.8,-69.0
Cc1cc(C)cc(N)c1,"3,5-xylidine",0.0,56.1,-1.743633,56.2,0.170623
Clc1cc(Cl)cc(Cl)c1,"1,3,5-trichlorobenzene",0.0,25.3,-10.1,13.3,-10.7
CCN(C)C,dimethylethylamine,0.0,24.5,26.0,53.1,99.3
NC[N+](=O)[O-],methylnitramine,0.0,79.5,-1.641103,95.8,0.444259
CO[N+](=O)[O-],methylnitrate,0.0,35.7,-1.500181,19.5,-2.202614
CC1CCC1,methylcyclobutane,0.0,6.997855,-0.324451,0.659328,-0.069952
FC(F)=C(F)Br,bromotrifluoroethene,0.0,9.064588,-2.523651,2.160206,-1.246081
CC(C)C(Cl)Cl,"1,1-dichloro-2-methylpropane",0.0,26.7,-4.104185,11.6,-5.481194
FC(Cl)=C(F)Cl,"1,2-dichloro-1,2-difluoroethylene",0.0,8.295087,-1.645095,1.369787,-0.6003
CN(C)C(N)=O,"n,n-dimethylurea",0.0,86.9,54.1,176.0,185.0
CC=C(C)C(C)(C)C,"3,4,4-trimethyl-2-pentene",0.0,17.0,1.840618,4.737512,1.992859
Cc1ccc(S(=O)(=O)c2ccc(C)cc2)cc1,"1,1'-sulfonylbis(4-methyl-)benzene",0.0,79.9,30.4,72.9,59.9
CCc1ccc2cc(CC)ccc2c1,"2,6-diethylnaphthalene",0.0,33.6,-0.561661,8.75204,-0.462625
Nc1ccc(N=Nc2ccccc2)cc1,4-(phenylazo)-benzeneamine,0.0,101.0,4.350956,143.0,35.5
CN(C)c1ccc(N=Nc2ccccc2)cc1,"n,n-dimethyl-4-(phenylazo)-benzeneamine",0.0,66.9,12.1,44.5,31.9
CC(N)=O,acetamide,0.0,86.6,34.7,183.0,127.0
Cn1cc[nH]c1=S,"1,3-dihydro-1-methyl-2h-imidazole-2-thione",0.0,96.5,12.9,151.0,7.584516
Cc1cc(=O)n(-c2ccccc2)n1C,antipyrine,0.0,88.5,62.0,141.0,200.0
C1CC2C3CCC(C3)C2C1,tricyclo(5-2-1-0)decane,0.0,8.812893,-0.199699,0.763251,-0.038612
CC=C=O,1-propen-1-one(methylketene),0.0,21.7,1.573548,10.2,0.964896
Clc1sc(Cl)c(Cl)c1Cl,tetrachlorothiophene,0.0,13.4,-1.30743,2.227692,-0.596419
c1ccc(-c2c3ccccc3cc3ccccc23)cc1,9-phenylanthracene,0.0,49.7,-7.635658,15.0,-4.862867
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C)c1[N+](=O)[O-],"1,3,5-trimethyl-2,4,6-trinitrobenzene",0.0,82.3,5.165146,47.4,5.116182
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1[N+](=O)[O-],"3-methyl-2,4,6-trinitrophenol",0.0,94.2,-10.1,73.6,-26.1
c1ccc(N(c2ccccc2)c2ccccc2)cc1,"n,n-diphenylbenzeneamine",0.0,52.6,-4.91809,16.7,-3.594346
c1ccc(P(c2ccccc2)c2ccccc2)cc1,triphenylphosphine,0.0,57.1,1.314698,27.8,12.7
Cc1cc(C)c([N+](=O)[O-])c(C)c1,"1,3,5-trimethyl-2-nitrobenzene",0.0,47.6,14.5,32.1,22.9
Cn1ccc2ccccc21,1-methyl-1h-indole,0.0,42.3,0.810457,17.9,0.096678
Nc1c(O)cccc1[N+](=O)[O-],2-amino-3-nitrophenol,0.0,93.7,-31.3,157.0,-130.0
Cc1c(C)c2ccccc2c2ccccc12,"9,10-dimethylphenanthrene",0.0,40.9,-4.982658,12.9,-3.895332
CCc1c(CC)c(CC)c(CC)c(CC)c1CC,hexaethylbenzene,0.0,29.7,5.341482,9.008107,4.930492
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,cis-perfluorodecalin,0.0,3.752962,-0.672849,0.274857,-0.090449
CC=CCCc1ccccc1C,5-o-tolyl-2-pentene,0.0,34.9,3.17863,10.9,2.55527
c1ccc(-c2cccc3ccccc23)cc1,1-phenylnaphthalene,0.0,43.0,-5.676083,12.9,-3.756216
Cc1ccccc1-c1ccccc1C,"2,2'-dimethylbiphenyl",0.0,37.3,-0.547255,11.0,-0.326949
O=c1oc(=O)c2ccccc2c2ccccc12,diphenicanhydride,0.0,75.4,20.5,61.2,37.8
O=C1CC(=O)c2ccccc21,"1,3-indandione",0.0,80.2,35.1,89.9,76.8
Cn1c(=O)ccc2ccccc21,1-methyl-2(h)-quinolinone,0.0,69.2,44.1,101.0,132.0
COc1ccnc2ccccc12,4-methoxyquinoline,0.0,59.4,30.5,82.7,120.0
Cc1cc(=O)[nH]c2ccccc12,4-methyl-2(1h)-quinolinone,0.0,89.7,40.4,168.0,136.0
Cc1cccc(Cl)c1C,"2,3-dimethylchlorobenzene",0.0,25.3,-2.458562,7.23437,-1.584255
Nc1cccc(Cl)c1Cl,"2,3-dichloroaniline",0.0,49.5,-21.6,49.2,-39.6
Nc1c(Cl)cccc1Cl,"2,6-dichloroaniline",0.0,42.8,-17.5,38.5,-29.1
Cn1c(=O)cc[nH]c1=O,"2,4-dihydroxy-3-methylpyrimidine",0.0,109.0,27.9,194.0,39.8
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,pentabromophenol,0.0,40.8,-16.5,39.8,-46.9
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,pentachlorobenzene,0.0,21.9,-5.159897,7.972876,-5.840311
Oc1cc(Cl)c(Cl)c(Cl)c1,"3,4,5-trichlorophenol",0.0,56.7,-44.9,103.0,-156.0
CCC(CC)C(C)C,2-methyl-3-ethylpentane,0.0,10.7,-0.45092,1.063631,-0.10437
O=[N+]([O-])c1ccco1,2-nitrofuran,0.0,61.9,5.511085,56.6,8.130361
O=[N+]([O-])c1cccs1,2-nitrothiophene,0.0,52.1,6.331491,44.7,11.3
O=C(O)c1ccc[nH]c1=O,2-hydroxynicotinic_acid,0.0,116.0,9.607511,202.0,-25.9
Cc1ccccc1N(C)C,"n,n-dimethyl-o-toluidine",0.0,32.3,6.503013,14.8,8.79114
Nc1nc[nH]n1,amitrole,0.0,114.0,7.66939,232.0,41.3
CN(C)c1ccccc1[N+](=O)[O-],"n,n-dimethyl-2-nitrobenzenamine",0.0,66.7,27.1,61.0,54.2
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,"4-methyl-1,2-dinitrobenzene",0.0,66.4,4.94884,44.9,4.916077
C=Cc1ccccc1C,2-vinyltoluene,0.0,30.4,-0.729787,9.744378,-0.403453
CNc1ccccc1C,"n,2-dimethylaniline",0.0,42.8,1.043033,28.1,-3.716708
Cc1cccc2cccnc12,8-methylquinoline,0.0,43.0,15.8,46.8,57.4
Clc1cccc2cccnc12,8-chloroquinoline,0.0,48.8,14.4,53.4,55.9
Nc1cccc2ncccc12,5-quinolinamine,0.0,79.7,7.960477,123.0,62.0
CN(C)C(=O)c1ccccc1,"n,n-dimethylbenzamide",0.0,70.0,52.6,107.0,152.0
NC(F)(F)F,trifluoromethanamine,0.0,51.0,-38.9,82.8,-95.5
CC(c1ccccc1)c1ccccc1,"1,1-diphenylethane",0.0,42.2,-0.989823,12.9,-0.836612
C=Cc1ccccc1OC,1-ethenyl-2-methoxybenzene,0.0,39.5,1.001994,15.8,1.93213
C1=CCc2ccccc2C1,"1,4-dihydronaphthalene",0.0,30.6,2.299632,10.0,1.797575
N#Cc1ccccc1[N+](=O)[O-],1-nitro-2-cyanobenzene,0.0,72.0,11.6,59.2,19.4
CNc1ccccc1[N+](=O)[O-],n-methyl-o-nitroaniline,0.0,61.9,19.6,59.2,41.1
Ic1ccc2ccccc2c1,2-iodonaphthalene,0.0,34.3,-8.26119,11.7,-5.636718
Clc1ccc2ncccc2c1,6-chloroquinoline,0.0,48.9,16.6,61.8,73.4
Cc1cnc2ccccc2c1,3-methylquinoline,0.0,48.3,26.0,66.5,97.2
Cc1ccc2cccnc2c1,7-methylquinoline,0.0,48.9,26.5,69.3,102.0
Clc1ccc2ccccc2n1,2-chloroquinoline,0.0,44.3,7.214866,39.6,31.0
Cc1cccc(-c2cccc(C)c2)c1,"3,3'-dimethylbiphenyl",0.0,38.4,-1.144747,11.1,-0.744905
Nc1ccc2cc3ccccc3cc2c1,2-aminoanthracene,0.0,71.6,-19.1,59.3,-32.4
c1ccc2c(c1)Cc1ccccc1C2,"9,10-dihydroanthracene",0.0,41.4,-0.165397,12.9,-0.186501
Cc1ccc(-c2ccc(C)cc2)cc1,"4,4'-dimethylbiphenyl",0.0,38.7,-1.123913,11.3,-0.752209
N#Cc1ccc2ccccc2c1,2-naphthalenecarbonitrile,0.0,54.8,10.7,44.0,25.4
N#CC(=O)c1ccccc1,phenylglyoxynitrile,0.0,52.0,9.60666,37.0,16.0
CC(=NO)c1ccccc1,1-phenylethanoneoxime,0.0,64.8,-8.659965,85.3,-40.0
CNC(=O)c1ccccc1,n-methylbenzamide,0.0,78.5,31.6,131.0,98.8
CN(N=O)c1ccccc1,n-methyl-n-nitrosobenzeneamine,0.0,60.0,19.4,52.4,41.3
O=C1Cc2ccccc2C1,"1,3-dihydro-2h-inden-2-one",0.0,60.5,24.6,58.7,56.5
Cc1nc2ccccc2[nH]1,2-methylbenzimidazole,0.0,79.4,16.0,150.0,80.2
O=c1[nH]c2ccccc2[nH]1,2-benzimidazolinone,0.0,105.0,-0.796111,203.0,-10.8
Clc1nc2ccccc2o1,2-chlorobenzoxazole,0.0,37.9,9.119997,32.8,27.7
Nc1ccccc1Br,2-bromoaniline,0.0,50.1,-15.5,46.8,-26.8
Nc1ccccc1I,2-iodoaniline,0.0,50.6,-15.1,46.0,-25.3
Brc1ccc(Br)c(Br)c1,"1,2,4-tribromobenzene",0.0,28.6,-9.482631,13.0,-8.949681
Cc1ccc(Cl)cc1C,"3,4-dimethylchlorobenzene",0.0,26.5,-2.953152,7.852013,-1.994657
Cc1ccc(N)c(Cl)c1,2-chloro-4-methylbenzenamine,0.0,49.9,-11.7,47.5,-18.3
Cn1ccc(=O)[nH]c1=O,1-methyluracil,0.0,107.0,44.9,175.0,105.0
Cc1cc(C)nc(C)c1,"2,4,6-collidine",0.0,44.1,36.4,80.9,142.0
BrC1CCCCC1,bromocyclohexane,0.0,25.4,6.189711,10.0,4.542533
Brc1ccccc1,bromobenzene,0.0,26.0,-5.745487,9.147022,-4.20041
CC1CCCCC1,methylcyclohexane,0.0,7.164055,-0.046769,0.613093,-0.00528
Cc1ccccc1,toluene,0.0,23.6,0.076478,7.050911,0.031096
Cc1ccncc1,4-methylpyridine,0.0,43.7,32.9,75.1,119.0
Clc1ccccc1,chlorobenzene,0.0,25.2,-5.668352,8.964318,-4.155766
O=C1CCCCC1,cyclohexanone,0.0,46.6,41.0,69.1,94.9
Oc1ccccc1,phenol,0.0,55.3,-22.5,79.8,-82.6
O=c1ccocc1,4h-pyran-4-one,0.0,75.9,48.3,135.0,162.0
Sc1ccccc1,thiophenol,0.0,37.1,-6.949862,20.0,-8.801082
Cc1cccnc1,3-picoline,0.0,42.6,31.4,71.9,113.0
N#Cc1cc(Br)c(O)c(Br)c1,"3,5-dibromo-4-hydroxybenzonitrile",0.0,66.9,-6.793693,80.5,-38.5
Cn1nnc(N)n1,5-amino-2-methyl-2h-tetrazole,0.0,93.3,15.9,139.0,38.3
CNCl,n-chloro-methanamine,0.0,40.8,-0.798207,49.4,0.192151
CC1=CC(=O)OC1=O,methyl-maleic-anhydride,0.0,62.4,13.4,49.7,19.0
CCC(Cl)CC,3-chloropentane,0.0,24.4,4.773006,9.481242,4.046464
Cc1ccsc1,methylthiophene,0.0,25.8,-2.942749,10.0,-2.941447
O=C1CCCN1,2-pyrrolidon,0.0,77.0,56.3,160.0,177.0
Cn1ccnc1,1-methylimidazol,0.0,64.5,48.3,122.0,189.0
CSC(C)(C)C,2-methyl-2-(methylthio)-propane,0.0,31.6,15.0,25.7,25.5
CC1Cc2ccccc2S1,2-methylthiaindan,0.0,36.6,3.792115,14.9,4.589614
c1cc2ccc1CCCCCCCCc1ccc(cc1)C2,"1,8-paracyclophane",0.0,42.1,3.133677,12.5,2.138145
CCC(CC)CC,3-ethylpentane,0.0,9.531796,-0.458096,0.935779,-0.105675
CCC(C#N)CC,cyanodiethylmethane,0.0,43.4,24.7,42.1,43.3
CCN(C=O)CC,"n,n-diethylformamide",0.0,61.2,58.6,111.0,165.0
N#Cc1ccco1,2-furancarbonitrile,0.0,46.8,4.842658,42.3,10.1
CCn1cccc1,1-ethyl-1h-pyrrole,0.0,37.6,7.488486,20.6,8.64727
O=C(Br)c1ccccc1,benzoylbromide,0.0,35.0,-1.77386,16.7,-0.802942
C=C(Cl)c1ccccc1,(1-chloroethenyl)benzene,0.0,30.6,-6.362421,10.7,-4.771682
CC(=O)N1CCCCC1,1-acetylpiperidine,0.0,61.2,65.5,121.0,192.0
O=C(Cl)c1cccc(Cl)c1,3-chlorobenzoylchloride,0.0,36.5,-3.372477,19.8,-3.20287
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,"3,5-dinitrotoluene",0.0,69.5,11.1,48.7,14.2
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,"3,5-dinitroaniline",0.0,98.6,-23.2,116.0,-71.4
CCc1ccc(C)c(C)c1C,"1,2,3-trimethyl-4-ethylbenzene",0.0,26.5,3.334154,8.156567,2.790413
CCc1c(C)ccc(C)c1C,"1,2,4-trimethyl-3-ethylbenzene",0.0,26.4,3.353885,8.082571,2.777518
Cc1cc([N+](=O)[O-])ccc1[N+](=O)[O-],"2-methyl-1,4-dinitrobenzene",0.0,71.1,8.01681,51.1,10.5
N#Cc1cccc([N+](=O)[O-])c1,3-cyano-1-nitrobenzene,0.0,72.8,10.9,60.6,17.0
CN(C)c1cccc([N+](=O)[O-])c1,"n,n-dimethyl-3-nitrobenzeneamine",0.0,55.0,13.8,38.3,23.9
COC(=O)c1ccc(N)cc1,methylp-aminobenzoate,0.0,86.9,3.903321,112.0,10.2
Cc1ccc(C(N)=O)cc1,4-methylbenzamide,0.0,89.7,18.8,158.0,69.4
N#Cc1ccc([N+](=O)[O-])cc1,1-nitro-4-cyanobenzene,0.0,72.2,10.1,59.5,15.7
NC(=O)c1ccc([N+](=O)[O-])cc1,4-nitrobenzamide,0.0,113.0,7.615198,175.0,11.6
O=C(O)c1ccc([N+](=O)[O-])cc1,4-nitrobenzoicacid,0.0,90.9,-15.4,134.0,-98.5
Nc1ccccc1,aniline,0.0,55.4,-7.393576,55.8,-11.5
CC(N)=S,ethanethioamide,0.0,86.3,-8.709334,139.0,-47.0
NC(N)=S,thiourea,0.0,123.0,-31.5,236.0,-120.0
CN(C)N=O,n-nitrosodimethylamine,0.0,60.8,38.1,75.4,84.4
COc1ccncc1,4-methoxypyridine,0.0,57.2,36.6,89.8,132.0
CCc1cccc(C)c1,m-ethyltoluene,0.0,24.7,1.594017,7.092842,1.134234
CCc1cccc(Cl)c1,1-chloro-3-ethylbenzene,0.0,26.0,-3.574277,7.891632,-2.626448
CCc1cccc(O)c1,m-ethylphenol,0.0,56.3,-19.2,78.4,-75.5
Cc1cccc(CCl)c1,1-(chloromethyl)-3-methylbenzene,0.0,40.5,-1.09695,16.9,-1.090396
ClCc1cccc(Cl)c1,1-chloro-3-(chloromethyl)benzene,0.0,42.6,-8.513836,20.5,-8.050548
Cc1cccc(C#N)c1,3-methylbenzonitrile,0.0,46.9,15.4,40.0,29.8
Cc1cccc(C=O)c1,3-methylbenzaldehyde,0.0,48.5,23.5,50.3,52.3
c1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1,tribenzylamine,0.0,55.9,-1.082656,16.3,-1.069328
CCOc1cccc(C)c1,1-ethoxy-3-methylbenzene,0.0,38.3,8.821622,20.7,14.0
NC(=O)C=Cc1ccccc1,cinnamamide,0.0,102.0,19.1,177.0,86.6
CN=Cc1ccccc1,n-(phenylmethylene)methanamine,0.0,41.3,18.5,45.4,58.8
[N-]=[N+]=Nc1ccccc1,phenylazide,0.0,33.2,-2.280566,13.2,-1.304165
CCSc1ccccc1,phenylethylsulfide,0.0,37.7,1.997717,15.2,2.833995
CCCc1ccccn1,2-n-propylpyridine,0.0,41.8,28.3,67.2,107.0
CCOc1ccc(C)cc1,1-ethoxy-4-methylbenzene,0.0,38.1,8.817212,20.9,14.5
CCOc1ccc(Cl)cc1,1-chloro-4-ethoxybenzene,0.0,39.2,1.019198,19.9,5.507417
CCc1ccc(C)cc1,1-ethyl-4-methylbenzene,0.0,24.7,1.538913,7.077358,1.112608
C=Cc1ccc(C)cc1,4-methylstyrene,0.0,30.8,-0.953261,9.993668,-0.513082
CCc1ccc(Cl)cc1,1-chloro-4-ethylbenzene,0.0,26.2,-3.780657,8.0668,-2.793787
NC(=O)C1CC1,cyclopropanecarboxamide,0.0,84.3,26.2,165.0,101.0
N#Cc1ccc(Br)cc1,4-bromobenzonitrile,0.0,51.0,7.377593,43.4,17.6
N#Cc1ccc(Cl)cc1,4-chlorobenzonitrile,0.0,50.4,7.542682,43.6,17.8
CNc1ccc(C)cc1,"n,4-dimethylaniline",0.0,44.6,-0.984105,32.9,-6.273137
COc1ccc(Cl)cc1,4-chloroanisole,0.0,38.7,-0.558601,19.8,3.428753
N#Cc1ccc(C#N)cc1,"1,4-benzenedicarbonitrile",0.0,73.0,16.2,66.8,27.8
CCC=C(C)C=O,(z)-2-methyl-2-pentenal,0.0,47.1,34.3,61.9,77.8
CCOC(=O)C#N,ethylcyanoformate,0.0,47.3,9.700269,30.8,13.2
N#CC(c1c(F)c(F)nc(F)c1F)c1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,62325-37-5,0.0,72.5,-6.007791,51.5,-11.3
N#CC(c1c(F)c(F)nc(F)c1F)c1c(F)c(F)c(F)c(F)c1F,62325-51-3,0.0,65.8,-6.587426,51.4,-13.0
Ic1ccc(I)cc1,"1,4-diiodobenzene",0.0,30.6,-9.892771,12.6,-7.79726
C#CCCl,3-chloropropyne,0.0,41.0,-15.4,31.7,-25.5
C#CC=O,2-propynal,0.0,47.5,-1.827694,56.5,-6.809168
ICCI,"1,2-diiodoethane",0.0,35.5,-7.293754,16.0,-7.548729
N#CCI,iodoacetonitrile,0.0,53.5,-5.114987,52.3,-6.119007
CCNC,ethylmethylamine,0.0,33.8,34.9,86.4,160.0
NC=NO,n-hydroxymethanimidamide,0.0,91.5,-3.096814,163.0,-4.229921
CN=C=O,isocyanatomethane,0.0,27.3,7.446128,15.5,7.64057
CCSC,(methylthio)-ethane,0.0,29.6,14.3,24.3,23.2
CON=O,methylnitrite,0.0,24.9,1.707897,12.6,2.207841
CSSC,dimethyldisulfide,0.0,30.9,3.799108,15.6,4.717757
CC(C)(Cl)CCCl,"1,3-dichloro-3-methylbutane",0.0,41.6,3.030859,17.9,2.290016
CN1CCOCC1,n-methylmorpholine,0.0,45.7,44.6,81.4,130.0
Brc1ccccn1,2-bromopyridine,0.0,39.8,8.819506,39.0,32.1
Cc1ccccn1,2-methylpyridine,0.0,42.2,30.1,71.7,114.0
Cc1cnccn1,2-methylpyrazine,0.0,52.3,38.8,83.8,117.0
Clc1ccccn1,2-chloropyridine,0.0,39.5,10.3,41.0,36.2
Nc1ncccn1,2-pyrimidinamine,0.0,76.1,18.4,133.0,78.4
CC(=O)OCCl,chloromethacetate,0.0,53.8,7.395558,41.7,14.7
CCO[N+](=O)[O-],ethylnitrate,0.0,35.8,2.28278,18.1,1.835252
CC(C)=CC(C)C,"2,4-dimethyl-2-pentene",0.0,16.4,2.151885,4.602375,2.107231
CC(C)CC(Cl)Cl,"1,1-dichloro-3-methylbutane",0.0,27.6,-3.647595,11.4,-5.327806
CC(Cl)CC(C)Cl,"2,4-dichloropentane",0.0,39.5,3.85251,16.1,3.096809
CC(C)C[N+](=O)[O-],isonitrobutane,0.0,46.0,12.2,34.1,18.0
CC(C)SC(C)C,"2,4-dimethyl-3-thiapentane",0.0,32.5,16.8,27.0,28.6
Cc1c[nH]c(C)c1,"2,4-dimethylpyrrole",0.0,45.3,-8.759058,46.6,-32.6
Cc1ccc(C)[nH]1,"2,5-dimethylpyrrole",0.0,45.8,-4.956038,47.1,-26.4
Cc1ccc(C)o1,"2,5-dimethylfuran",0.0,29.5,4.815524,14.2,5.975608
Fc1cccc(Cl)c1,3-fluorochlorobenzene,0.0,26.5,-8.509336,12.1,-7.673364
SCc1cccs1,thenylthiol,0.0,45.6,-2.040332,26.8,0.016698
N#Cc1cccc(C#N)c1,"1,3-benzenedicarbonitrile",0.0,74.1,16.7,68.5,28.5
Brc1cc(Br)cc(Br)c1,"1,3,5-tribromobenzene",0.0,27.5,-9.948756,13.2,-9.974104
Nc1cc(Cl)cc(Cl)c1,"3,5-dichloroaniline",0.0,57.0,-31.4,62.7,-58.8
Cc1cc(=O)[nH]c(=O)[nH]1,6-methyluracil,0.0,124.0,30.5,236.0,49.0
Brc1cccnc1,3-bromopyridine,0.0,41.1,15.4,51.6,57.4
Clc1cccnc1,3-chloropyridine,0.0,40.5,16.0,52.5,59.5
Clc1ccncc1,4-chloropyridine,0.0,42.2,19.5,60.5,74.9
IC1CCCCC1,iodocyclohexane,0.0,24.5,4.638219,8.180944,2.871888
Oc1ccncc1,4-pyridinol,0.0,76.5,-0.663092,164.0,-2.839736
CN1CCCCC1,n-methylpiperidine,0.0,24.0,27.0,54.8,105.0
CC(C)CC=NO,3-methyl-butyraldehydeoxime,0.0,59.6,5.22312,93.3,-8.28781
Nc1cccccc1=O,"2-amino-2,4,6-cycloheptatrien-1-one",0.0,82.6,20.1,146.0,80.6
CC(C)C(C1CCCCC1)C(C(C)C)C1CCCCC1,"3,4-dicyclohexyl-2,5-dimethylhexane",0.0,16.0,-0.09442,1.363964,-0.018928
C#CCCC,pentyne,0.0,30.9,1.174482,20.1,-2.516722
CC=CCC,(z)-2-pentene,0.0,15.7,3.116785,5.717194,3.136412
CC#CCC,2-pentyne,0.0,27.2,7.711798,14.1,8.080171
C=CC=CCl,1-chloroprene,0.0,26.1,-5.768515,11.0,-5.291242
CC=C=CCl,"1-chloro-1,2-butadiene",0.0,25.7,-4.736634,11.0,-5.141523
CC=CC#N,(e)-2-butenenitrile,0.0,46.3,19.0,45.7,36.3
CCOC#N,cyanicacidethylester,0.0,54.3,25.5,57.4,51.0
C=CSCC,ethylvinylsulfide,0.0,30.1,4.206223,14.0,4.319388
N#CSC#N,sulfurcyanide,0.0,48.3,0.788936,37.1,-1.323909
CC(C)=NN=C(C)C,"2-propanone,(1-methylethylidene)hydrazone",0.0,49.4,41.4,77.6,117.0
O=c1cncc[nH]1,pyrazine-2-one,0.0,102.0,25.2,204.0,58.9
C1=CC=CC=CC=C1,"1,3,5,7-cyclooctatetraene",0.0,32.0,2.756981,12.7,3.22387
CCC#CCl,1-chloro-1-butyne,0.0,16.8,-0.326317,4.948807,-0.000593
[C]=O,co,0.0,5.294759,0.825704,1.128788,0.460952
NC(N)=[Se],selenourea,0.0,133.0,-27.5,275.0,-110.0
CC(C)(C)CBr,"1-bromo-2,2-dimethylpropane",0.0,24.6,2.127444,8.941684,1.55161
CC(C)(C)C#N,pivalonitrile,0.0,43.1,25.0,41.7,43.5
CC(C)(C)C=O,"2,2-dimethylpropanal",0.0,38.3,26.2,42.6,50.6
ClCC(Cl)(Cl)Cl,"1,1,1,2-tetrachloroethane",0.0,29.4,-13.2,18.7,-16.5
ClC(Cl)(Br)C(Cl)(Cl)Br,"1,2-dibromo-1,1,2,2-tetrachloroethane",0.0,17.5,-5.23438,4.587268,-2.639371
O=[N+]([O-])C(I)([N+](=O)[O-])[N+](=O)[O-],iodotrinitromethane,0.0,40.3,-19.5,32.9,-31.8
CC[Si](CC)(CC)CC,tetraethylsilane,0.0,12.9,-0.356653,1.360358,-0.086571
CC(=O)C#N,2-oxo-propanenitrile,0.0,50.3,5.627823,38.9,9.075593
CC(=S)N(C)C,"n,n-dimethylethanethioamide",0.0,64.5,36.4,69.1,70.9
N#CSCSC#N,methylenebis(thiocyanate),0.0,78.9,-4.847957,88.1,-19.3
CNC(=O)N(C)C,trimethylurea,0.0,74.7,57.1,151.0,185.0
Cc1cscc1C,"3,4-dimethylthiophene",0.0,26.3,-1.123563,9.397822,-1.339942
Cc1ccsc1C,"2,3-dimethylthiophene",0.0,25.6,-0.551304,9.031612,-0.666913
CN(C)C(=O)N(C)C,tetramethylurea,0.0,61.9,67.7,126.0,205.0
CCCCBr,1-bromobutane,0.0,25.0,3.219834,9.691032,2.137903
CCCCC,pentane,0.0,7.303209,-0.138419,0.689095,-0.028841
C=CCCC,pentene,0.0,16.2,2.957675,5.616582,2.719112
CCCCCl,1-chlorobutane,0.0,24.8,3.850218,10.0,2.865277
CCCC#N,butyronitrile,0.0,45.9,22.1,45.2,40.6
N#CCC#N,dicyanomethane,0.0,80.1,-18.0,98.4,-44.9
CCCCS,butanethiol,0.0,29.7,8.58984,20.6,12.7
COCOC,dimethoxymethane,0.0,41.3,30.5,51.5,63.9
CCN=C=O,ethylisocyanate,0.0,27.3,8.693294,14.8,8.738551
COc1cccc(OC)c1OC,"1,2,3-trimethoxybenzene",0.0,63.1,29.3,59.8,63.1
Clc1ccc(Cl)c(Cl)c1Cl,"1,2,3,4-tetrachlorobenzene",0.0,24.2,-7.073285,10.2,-7.091143
Nc1ccc(Cl)c(Cl)c1Cl,"2,3,4-trichloroaniline",0.0,49.9,-25.6,52.6,-49.3
Nc1cc(Cl)c(Cl)c(Cl)c1Cl,"2,3,4,5-tetrachloroaniline",0.0,49.2,-30.4,57.1,-64.2
O=C1C=C(Cl)C(=O)C(Cl)=C1Cl,"2,3,5-trichloro-2,5-cyclohexadiene-1,4-dione",0.0,56.2,7.855241,42.2,12.3
